id,biomass,growth,ratio
1,0.11669040804541866,1.1691749712830293,0.0998057698048094
2,1.7926458396537865,1.0325930288903962,1.7360623106085928
3,1.1263664633277781,1.8118689029741935,0.6216600226864322
4,1.0964948601539666,0.4587473105691965,2.3901935442269444
5,0.5300622647702125,0.5233912704680813,1.0127457118193146
6,0.07163131632798808,-0.08460849072437318,-0.8466208972021437
7,1.7340009223219899,0.5758139839144116,3.0113907802901325
8,0.5370519088170739,0.125047948411721,4.294767852158819
9,0.6423726122394385,0.26808585463506296,2.3961451196814565
10,0.20546372330035315,2.7105132680893913,0.07580251523549342
11,0.10712673468598231,-0.2988164520101227,-0.3585034691542128
12,0.9468209455218124,1.006816060361419,0.9404110470605028
13,2.141452745458662,0.4348216898633469,4.924898631739517
14,0.15882509069452733,-0.35090480257198015,-0.45261589334317526
15,-0.10383969459718231,0.5414286837198939,-0.19178831436072083
16,0.49714484223157307,0.8151060795772928,0.6099142856220484
17,2.0553816183956233,0.4973080339036341,4.133015109894455
18,0.23500592088994404,0.7385858349577168,0.31818362845179377
19,1.8507470336228167,0.4756981835592259,3.890590920014293
20,0.47926094036225064,3.6037905816878872,0.1329880106789618
21,0.34438021009361125,0.49615334342782264,0.694100351545267
22,0.2647877224645251,-0.25803342520704575,-1.026176055493817
23,0.3889876047528666,0.16870730991037886,2.3056950226964417
24,2.1424095971662993,-0.558595950227332,-3.835347528556915
25,0.7934788151377201,0.545890466573734,1.4535495007230432
26,0.37328083256620126,0.051011404110543446,7.317595723444291
27,0.6230824381919442,0.6711816148915537,0.928336569964925
28,0.7079985777982019,-0.613031295718532,-1.1549142478417176
29,1.925771502853288,1.569659555732986,1.2268720919894047
30,0.31876290769997206,1.0980124960081505,0.2903089981751955
31,0.5151875932182263,1.4418945376703178,0.3572990810067285
32,0.4111623838991454,0.6250018174099494,0.6578579012826404
33,0.24628720865251602,0.4037748244107367,0.6099617751352975
34,0.1864494428360427,0.3324684251452126,0.5608034590190241
35,0.6960940195701202,0.9416252338644548,0.7392474145083516
36,1.7780430777837444,1.5552017830243858,1.1432877052944224
37,0.3943898624297369,0.40962272809533046,0.9628124500404956
38,0.7304827311956191,0.3171062392453729,2.3035899039198044
39,2.0564018742870522,0.2948806857592958,6.973674348972604
40,0.8992641491375315,1.1296309234500768,0.7960689907381717
41,0.5429177770708046,-1.783618565257177,-0.3043911897118665
42,0.9979913455057091,0.09230979208300427,10.811326978272497
43,0.2330237627215656,-0.18786443219405602,-1.240382546073766
44,1.8741934920405012,1.0904227805274043,1.7187769051688475
45,2.159209817262425,0.5967245381447164,3.6184364463637624
46,3.1764391639896306,1.4256011143702438,2.228140208344896
47,0.6641255018651059,0.5408070106945027,1.2280267983439008
48,0.3183015590902952,0.5270463244887846,0.6039346909382888
49,0.47098753408026683,1.9850077622383329,0.2372723890757849
50,0.6145628334973956,1.2932289554211491,0.4752158006679172
51,0.6706722231199097,0.1277403101830787,5.250278648601178
52,0.6769910201786289,1.0865817648497127,0.6230465502725098
53,0.7319885627164346,1.188833146652604,0.6157201830866627
54,1.0305204431692945,2.0388311416005713,0.5054466856731897
55,0.7154372521906716,1.2501961647674629,0.5722599959533097
56,0.358005654579292,-0.14981974779828963,-2.3895758726098926
57,2.256119440100743,0.769288056546767,2.9327368609206887
58,0.3136346689097832,1.1643331620483346,0.2693684927413958
59,0.5081774461161264,2.835637734859132,0.1792109901307162
60,0.8133201552141489,1.4049953498615313,0.5788774712274353
61,0.6545675346544355,0.1551828587081303,4.218040188868756
