"","id","aboveground","Cveg","ratio"
"1",1,-15.8026919561465,0.11097356980824,-142.40050115945
"2",2,0.28969814922917,1.08385492047926,0.267284987829431
"3",3,-0.23651815836707,2.36178431370059,-0.100143843362428
"4",4,2.68865233250386,0.241867076011854,11.1162394520041
"5",5,0.483399011151592,0.345388701342797,1.39957968883244
"6",6,-0.508613551323975,3.07114408051177,-0.165610449392925
"7",7,1.17054274175709,0.273528219672005,4.27942222254333
"8",8,-0.0298749979611919,0.652045803371119,-0.0458173303266983
"9",9,1.08618548052441,0.561304230661368,1.93511009037754
"10",10,1.06518459731373,0.26304373938975,4.04945808550664
"11",11,-0.218547776155644,0.238436863797344,-0.916585517335925
"12",12,0.520270470084438,0.463698246504518,1.12200223746019
"13",13,2.82844939451988,0.242871453772486,11.6458700707144
"14",14,1.18317370615551,0.166239104407977,7.11730077209639
"15",15,0.698287414643371,0.947872127444879,0.736689469417886
"16",16,0.535478805382462,0.318299071589698,1.68231343782466
"17",17,1.40338227688054,0.81142423153324,1.72952966197319
"18",18,0.802334348646423,0.942368996047409,0.851401470137138
"19",19,2.39912484197713,0.365192137263446,6.56948657206829
"20",20,8.26637316275398,-0.0410030999516195,-201.603614665907
"21",21,0.594167425476868,0.714341039618013,0.831769970537593
"22",22,0.649036645849253,0.043937260863993,14.7718959508727
"23",23,0.423080560099951,0.853107574703353,0.4959287347168
"24",24,0.319559577132813,0.547935713692382,0.583206330865701
"25",25,11.2462310968865,0.281677472862012,39.925915915881
"26",26,-0.448149383962532,2.16425538380911,-0.207068623839477
"27",27,-15.8620319695175,0.792185216206569,-20.0231355559422
"28",28,0.364396225766152,0.949632452446468,0.383723434079559
"29",29,-17.3701730536248,1.5804977642475,-10.9903180166123
"30",30,2.67327373568952,0.869636671324343,3.07401219824191
"31",31,0.477091345402493,0.315386013064818,1.51272195227136
"32",32,0.297363121507439,0.809724944949969,0.367239669917558
"33",33,-1.1032060215503,0.801490854182855,-1.37644243323906
"34",34,0.699786564289673,2.18052367952891,0.320925918328416
"35",35,-0.760716282068595,2.86961668159292,-0.265093343981512
"36",36,0.678156852844942,1.63034503331323,0.415959100060418
"37",37,0.898849655950633,1.21414751093377,0.740313386846504
"38",38,-0.0184775268449711,0.866472719001175,-0.0213249955131549
"39",39,0.816856528304966,-0.0720986436270444,-11.3297072900628
"40",40,0.386550089868224,0.711895449938588,0.542987161810868
"41",41,0.205965522343203,0.520557913475945,0.395663031934141
"42",42,0.859640322365712,0.252927006240813,3.39876842391137
"43",43,0.522606173364609,0.338595360457877,1.54345343851699
"44",44,0.277521240947498,0.369959281334602,0.750139961204272
"45",45,0.286939737086192,1.12413160702302,0.25525457632677
"46",46,1.37302800770684,0.922956698003759,1.4876407643788
"47",47,0.85218423906275,0.146995284044126,5.79735768126369
"48",48,0.695918257254452,0.230460020347373,3.01969190233296
"49",49,0.60993382040915,0.628813594183322,0.969975563587024
"50",50,0.463140185250171,3.65625462879446,0.126670659533053
"51",51,0.201766914603826,1.2420838390497,0.162442266987545
"52",52,1.94775950942959,0.0955344617190936,20.3880303963685
"53",53,1.32575017426805,1.18977740614546,1.11428420763435
"54",54,0.816061721474038,0.436749711008856,1.86848829181593
"55",55,0.222198912376396,0.382562788777026,0.580816846005122
"56",56,1.33089634013806,0.258325008074385,5.1520228337894
"57",57,0.636588751875245,0.27271255486458,2.3342847277103
"58",58,-0.0617996667885549,0.561319108643533,-0.110097208231336
"59",59,1.99862607621237,1.15291349309632,1.73354383323659
"60",60,0.569220202146369,0.230646460708727,2.46793382563633
"61",61,0.701747036475556,1.85662757664099,0.37796865957639
"62",62,0.22450464375925,0.639228934456504,0.351211642117127
"63",63,0.631530632758502,0.840177623651077,0.751663237606973
"64",64,0.585179090613534,0.173438890440522,3.37397851846966
"65",65,3.158103283448,1.94177680931283,1.62639870262206
"66",66,-0.905768016112629,0.382710781720373,-2.36671674636652
"67",67,0.741277574602713,1.88595962569361,0.393050606441317
"68",68,3.29784367693908,1.74984567331765,1.88464830197653
"69",69,-0.327977428138494,0.973548020537574,-0.336888803859302
"70",70,0.317603890791295,0.714107040244363,0.444756700175667
"71",71,1.17222059654322,0.698339594290143,1.67858246350012
"72",72,0.258376463232347,0.412188803787322,0.626840081191681
"73",73,0.165049315662539,0.345063747853293,0.478315432117521
"74",74,2.52446789722079,3.25014342423057,0.776725075699827
"75",75,0.898764448391432,0.307811151366726,2.91985668615574
"76",76,1.13202064174094,1.45284821345169,0.779173372180063
"77",77,1.38123387168568,2.68278104919788,0.514851509070656
"78",78,0.786079337615867,2.64894358889335,0.296752011221299
"79",79,0.930121559479419,1.33985682813799,0.694194737785541
"80",80,0.846154260177528,0.504856193854794,1.67603026461214
"81",81,6.17613421534113,0.670785520735672,9.20731593694445
"82",82,-0.238148868278378,0.0616662414245014,-3.86190017061355
"83",83,0.0298409203872686,0.237260635400483,0.125772740753639
"84",84,0.253970329242013,2.24485041232042,0.113134633759179
"85",85,-0.220556745873402,1.13741684170917,-0.193910216365336
"86",86,0.548366035227275,2.41503240589706,0.227063634379509
"87",87,2.05352099042304,0.954163773285171,2.15216826284737
"88",88,-19.9068584037954,0.301028351568212,-66.1295133833418
"89",89,-0.794746157233544,0.771168082602251,-1.03057449492947
"90",90,0.871694485471473,0.304285214978978,2.86472836194718
"91",91,0.661278607587692,0.329237847040464,2.00851333931369
"92",92,1.00621810717083,0.162819168383621,6.17997326211656
"93",93,0.417376113164152,0.571408813987571,0.730433453155012
"94",94,-0.541668145440778,0.148099101633555,-3.65747083855404
"95",95,0.855252583428468,0.435576898264751,1.96349390161788
"96",96,-0.844513028123438,1.24388011675514,-0.678934422013664
"97",97,0.325868903017479,0.504343774072149,0.646124567745456
"98",98,5.82625603421826,0.590692453911238,9.863434001298
"99",99,0.206676872190735,0.859564775676461,0.240443626866963
"100",100,0.534591873298344,0.23753868020404,2.25054661766725
"101",101,1.15572210153202,0.767678480585106,1.50547674679009
"102",102,0.634530175705108,0.948484174815483,0.668993951141619
"103",103,0.311326987213166,0.320660363611835,0.970893264469795
"104",104,2.03324849866139,0.707065096909549,2.87561712146214
"105",105,5.97657378846127,0.91250564546274,6.5496293838604
"106",106,0.87829333456114,0.384746516033639,2.28278437350255
"107",107,0.259148182707397,2.18513693368093,0.118595854892652
"108",108,-0.216161815550051,0.411708242841395,-0.525036404562162
"109",109,1.19875936975668,0.384498246490982,3.11772389262324
"110",110,0.549295633050562,0.222252177313565,2.47149719606835
"111",111,1.64955289044817,0.295545619337219,5.58138162950071
"112",112,-0.0437847484528098,0.244096364488005,-0.179374848718656
"113",113,1.01215670176516,1.9896906079475,0.508700547573707
"114",114,1.18206262726825,1.85039424568516,0.638816635981573
"115",115,0.963429707288167,0.772952424047391,1.24642821125184
"116",116,0.344826756639928,0.92002242954798,0.374802554334839
"117",117,0.823640741536933,0.114776489424368,7.17604054338735
"118",118,-1.01805461698015,0.201065104105228,-5.06330833244614
"119",119,1.32663349047978,0.712776651366737,1.86121906201049
"120",120,0.318440624563994,2.40512330271372,0.13240095599452
"121",121,-0.492727045585456,0.48113493350842,-1.0240932662954
"122",122,-0.140409309213447,0.331296961527787,-0.423817075067471
"123",123,0.992193820664315,2.6156768023464,0.37932584781662
"124",124,0.570281844657086,0.0817361282273595,6.97710861800028
"125",125,0.226511922910702,0.274098109352884,0.826389950100248
"126",126,2.8745598462511,3.38332872058038,0.849624758234546
"127",127,1.13896457107614,-0.0487342682106878,-23.3709176908572
"128",128,8.5669821261719,0.201083897010707,42.6040187878183
"129",129,0.135235376852777,0.646318964346016,0.209239376086722
"130",130,0.394828157749919,0.343578046882534,1.14916584843649
"131",131,0.500571990801548,0.393632247276921,1.27167424484254
"132",132,0.63388303411575,0.651009163788826,0.973692951458005
"133",133,-0.528495161225572,0.672496187511594,-0.785870865946672
"134",134,0.398369558263271,0.333339127104472,1.19508790259242
"135",135,0.294139170935119,0.281117277604228,1.04632192457848
"136",136,2.51516136241854,0.730475660951067,3.44318297907947
"137",137,0.79452315621144,0.381308305412885,2.08367650253807
"138",138,1.0367018540061,0.732418077094594,1.41545093769198
"139",139,-0.636085360156201,0.416393321408912,-1.52760701829688
"140",140,-0.187185292394755,0.621259822605443,-0.301299529735781
"141",141,1.42692810588796,0.40037600189792,3.56397011590061
"142",142,-0.0733928168675732,1.25282326826907,-0.0585819394693832
"143",143,0.252367238097127,0.340920358512363,0.740252765186435
"144",144,1.60952201139577,0.227890791811091,7.06268997796967
"145",145,1.16862165927616,0.461888560798008,2.53009439605328
"146",146,1.66146893494724,2.73871622870052,0.606659761802187
"147",147,1.79279661430064,-0.154649208201212,-11.5926659771064
"148",148,1.25285918315123,0.250248383219903,5.00646264735423
"149",149,-0.164303816857833,0.197722049549881,-0.830983783709882
"150",150,0.244886181518899,0.390546510588727,0.627034616567812
"151",151,0.634546940573102,0.149301982035373,4.25009053411471
"152",152,0.529100944339342,0.134420327470046,3.93616764887919
"153",153,0.3918493530661,0.601347098110677,0.651619263312685
"154",154,0.596728194405234,0.314569986412432,1.89696480967789
"155",155,4.1033547024449,0.0543226434946867,75.5367272000717
